lat,999
lon,999
LGN_Gray.0,0
corine_land_cover_landcover.0,-32768
dominant_leaf_type_10m_dlt.0,240
dominant_leaf_type_20m_dlt.0,250
eu_demography_tot_p.0,65535
european_settlement_map_2015_esm.0,0
european_settlement_map_2018_esm.0,0
forest_type_10m_ft.0,240
forest_type_20m_ft.0,250
global_pesticide_grids_apr_h_Alfalfa_2_4_d.0,
global_pesticide_grids_apr_h_Alfalfa_2_4_db.0,-2
global_pesticide_grids_apr_h_Alfalfa_Bromoxynil.0,-2
global_pesticide_grids_apr_h_Alfalfa_Carbaryl.0,-2
global_pesticide_grids_apr_h_Alfalfa_Chlorpyrifos.0,-2
global_pesticide_grids_apr_h_Alfalfa_Clethodim.0,-2
global_pesticide_grids_apr_h_Alfalfa_Cyhalothrin_lambda.0,-2
global_pesticide_grids_apr_h_Alfalfa_Dimethoate.0,-2
global_pesticide_grids_apr_h_Alfalfa_Diuron.0,-2
global_pesticide_grids_apr_h_Alfalfa_Eptc.0,-2
global_pesticide_grids_apr_h_Alfalfa_Glyphosate.0,-2
global_pesticide_grids_apr_h_Alfalfa_Hexazinone.0,-2
global_pesticide_grids_apr_h_Alfalfa_Indoxacarb.0,-2
global_pesticide_grids_apr_h_Alfalfa_Malathion.0,-2
global_pesticide_grids_apr_h_Alfalfa_Metribuzin.0,-2
global_pesticide_grids_apr_h_Alfalfa_Paraquat.0,-2
global_pesticide_grids_apr_h_Alfalfa_Pendimethalin.0,-2
global_pesticide_grids_apr_h_Alfalfa_Phosmet.0,-2
global_pesticide_grids_apr_h_Alfalfa_Sethoxydim.0,-2
global_pesticide_grids_apr_h_Alfalfa_Trifluralin.0,-2
global_pesticide_grids_apr_h_Corn_2_4_d.0,-2
global_pesticide_grids_apr_h_Corn_Acetochlor.0,-2
global_pesticide_grids_apr_h_Corn_Alachlor.0,-2
global_pesticide_grids_apr_h_Corn_Atrazine.0,-2
global_pesticide_grids_apr_h_Corn_Azoxystrobin.0,-2
global_pesticide_grids_apr_h_Corn_Chlorpyrifos.0,-2
global_pesticide_grids_apr_h_Corn_Clopyralid.0,-2
global_pesticide_grids_apr_h_Corn_Dicamba.0,-2
global_pesticide_grids_apr_h_Corn_Dimethenamid_p.0,-2
global_pesticide_grids_apr_h_Corn_Glufosinate.0,-2
global_pesticide_grids_apr_h_Corn_Glyphosate.0,-2
global_pesticide_grids_apr_h_Corn_Isoxaflutole.0,-2
global_pesticide_grids_apr_h_Corn_Mesotrione.0,-2
global_pesticide_grids_apr_h_Corn_Metolachlor_s.0,-2
global_pesticide_grids_apr_h_Corn_Paraquat.0,-2
global_pesticide_grids_apr_h_Corn_Pendimethalin.0,-2
global_pesticide_grids_apr_h_Corn_Propargite.0,-2
global_pesticide_grids_apr_h_Corn_Pyraclostrobin.0,-2
global_pesticide_grids_apr_h_Corn_Simazine.0,-2
global_pesticide_grids_apr_h_Corn_Terbufos.0,-2
global_pesticide_grids_apr_h_Cotton_2_4_d.0,-2
global_pesticide_grids_apr_h_Cotton_Acephate.0,-2
global_pesticide_grids_apr_h_Cotton_Acetochlor.0,-2
global_pesticide_grids_apr_h_Cotton_Bifenthrin.0,-2
global_pesticide_grids_apr_h_Cotton_Chlorpyrifos.0,-2
global_pesticide_grids_apr_h_Cotton_Dicamba.0,-2
global_pesticide_grids_apr_h_Cotton_Dichloropropene.0,-2
global_pesticide_grids_apr_h_Cotton_Dicrotophos.0,-2
global_pesticide_grids_apr_h_Cotton_Diuron.0,-2
global_pesticide_grids_apr_h_Cotton_Fluometuron.0,-2
global_pesticide_grids_apr_h_Cotton_Fomesafen.0,-2
global_pesticide_grids_apr_h_Cotton_Glufosinate.0,-2
global_pesticide_grids_apr_h_Cotton_Glyphosate.0,-2
global_pesticide_grids_apr_h_Cotton_Imidacloprid.0,-2
global_pesticide_grids_apr_h_Cotton_Metolachlor_s.0,-2
global_pesticide_grids_apr_h_Cotton_Msma.0,-2
global_pesticide_grids_apr_h_Cotton_Paraquat.0,-2
global_pesticide_grids_apr_h_Cotton_Pendimethalin.0,-2
global_pesticide_grids_apr_h_Cotton_Prometryn.0,-2
global_pesticide_grids_apr_h_Cotton_Trifluralin.0,-2
global_pesticide_grids_apr_h_OrcGra_2_4_d.0,-2
global_pesticide_grids_apr_h_OrcGra_Calcium_polysulfide.0,-2
global_pesticide_grids_apr_h_OrcGra_Captan.0,-2
global_pesticide_grids_apr_h_OrcGra_Chloropicrin.0,-2
global_pesticide_grids_apr_h_OrcGra_Chlorothalonil.0,-2
global_pesticide_grids_apr_h_OrcGra_Chlorpyrifos.0,-2
global_pesticide_grids_apr_h_OrcGra_Copper_hydroxide.0,-2
global_pesticide_grids_apr_h_OrcGra_Copper_sulfate.0,-2
global_pesticide_grids_apr_h_OrcGra_Copper_sulfate_tribasic.0,-2
global_pesticide_grids_apr_h_OrcGra_Dichloropropene.0,-2
global_pesticide_grids_apr_h_OrcGra_Diuron.0,-2
global_pesticide_grids_apr_h_OrcGra_Glufosinate.0,-2
global_pesticide_grids_apr_h_OrcGra_Glyphosate.0,-2
global_pesticide_grids_apr_h_OrcGra_Mancozeb.0,-2
global_pesticide_grids_apr_h_OrcGra_Methyl_bromide.0,-2
global_pesticide_grids_apr_h_OrcGra_Oxyfluorfen.0,-2
global_pesticide_grids_apr_h_OrcGra_Paraquat.0,-2
global_pesticide_grids_apr_h_OrcGra_Pendimethalin.0,-2
global_pesticide_grids_apr_h_OrcGra_Petroleum_oil.0,-2
global_pesticide_grids_apr_h_OrcGra_Ziram.0,-2
global_pesticide_grids_apr_h_Other_2_4_d.0,-2
global_pesticide_grids_apr_h_Other_Acetochlor.0,-2
global_pesticide_grids_apr_h_Other_Atrazine.0,-2
global_pesticide_grids_apr_h_Other_Bacillus_amyloliquifacien.0,-2
global_pesticide_grids_apr_h_Other_Bromoxynil.0,-2
global_pesticide_grids_apr_h_Other_Chloropicrin.0,-2
global_pesticide_grids_apr_h_Other_Chlorothalonil.0,-2
global_pesticide_grids_apr_h_Other_Chlorpyrifos.0,-2
global_pesticide_grids_apr_h_Other_Dicamba.0,-2
global_pesticide_grids_apr_h_Other_Dichloropropene.0,-2
global_pesticide_grids_apr_h_Other_Dimethenamid_p.0,-2
global_pesticide_grids_apr_h_Other_Flutolanil.0,-2
global_pesticide_grids_apr_h_Other_Glyphosate.0,-2
global_pesticide_grids_apr_h_Other_Metam.0,-2
global_pesticide_grids_apr_h_Other_Metolachlor_s.0,-2
global_pesticide_grids_apr_h_Other_Metribuzin.0,-2
global_pesticide_grids_apr_h_Other_Paraquat.0,-2
global_pesticide_grids_apr_h_Other_Pendimethalin.0,-2
global_pesticide_grids_apr_h_Other_Phorate.0,-2
global_pesticide_grids_apr_h_Other_Propazine.0,-2
global_pesticide_grids_apr_h_PasHay_2_4_d.0,-2
global_pesticide_grids_apr_h_PasHay_2_4_db.0,-2
global_pesticide_grids_apr_h_PasHay_Aminopyralid.0,-2
global_pesticide_grids_apr_h_PasHay_Atrazine.0,-2
global_pesticide_grids_apr_h_PasHay_Clethodim.0,-2
global_pesticide_grids_apr_h_PasHay_Clopyralid.0,-2
global_pesticide_grids_apr_h_PasHay_Dicamba.0,-2
global_pesticide_grids_apr_h_PasHay_Dichlorprop.0,-2
global_pesticide_grids_apr_h_PasHay_Diuron.0,-2
global_pesticide_grids_apr_h_PasHay_Fluroxypyr.0,-2
global_pesticide_grids_apr_h_PasHay_Glufosinate.0,-2
global_pesticide_grids_apr_h_PasHay_Glyphosate.0,-2
global_pesticide_grids_apr_h_PasHay_Imazapyr.0,-2
global_pesticide_grids_apr_h_PasHay_Mcpa.0,-2
global_pesticide_grids_apr_h_PasHay_Metolachlor_s.0,-2
global_pesticide_grids_apr_h_PasHay_Metribuzin.0,-2
global_pesticide_grids_apr_h_PasHay_Metsulfuron.0,-2
global_pesticide_grids_apr_h_PasHay_Paraquat.0,-2
global_pesticide_grids_apr_h_PasHay_Picloram.0,-2
global_pesticide_grids_apr_h_PasHay_Triclopyr.0,-2
global_pesticide_grids_apr_h_Rice_2_4_d.0,-2
global_pesticide_grids_apr_h_Rice_Acifluorfen.0,-2
global_pesticide_grids_apr_h_Rice_Azoxystrobin.0,-2
global_pesticide_grids_apr_h_Rice_Bentazone.0,-2
global_pesticide_grids_apr_h_Rice_Clomazone.0,-2
global_pesticide_grids_apr_h_Rice_Clothianidin.0,-2
global_pesticide_grids_apr_h_Rice_Copper_sulfate.0,-2
global_pesticide_grids_apr_h_Rice_Cyhalofop.0,-2
global_pesticide_grids_apr_h_Rice_Cyhalothrin_lambda.0,-2
global_pesticide_grids_apr_h_Rice_Glyphosate.0,-2
